,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0
0,1.601169561,-0.049807763,-0.311915423,3.955014856,0.523229187,1.730270843,-0.299712696,0.42416067,-0.316853876,1.105341289,-0.923801268,0.454382966,0.131117662,-0.28113529,-1.16579676,-0.581415945,0.501760714,-1.957743388,-2.455963866,0
1,-1.029261768,-5.086910587,-4.216677699,1.614729917,-0.984185627,-1.222127524,3.156868789,-1.081598633,-0.26580485,-0.531073769,-0.741157535,0.050946181,-0.211465193,1.26400905,0.040148882,-0.620381945,0.056215409,-0.475097331,-0.500287184,0
2,1.869682921,-0.692100458,0.329705647,0.527197889,-1.281529162,-0.248176428,-1.069556908,0.133239556,1.810398299,-0.199842561,-0.94606723,0.320389425,-0.045781367,-0.343788541,1.125392446,0.521475547,-0.676894779,0.51440084,-0.558657077,0
3,-1.501998254,-5.84843654,-2.556908053,2.167270895,-0.973086746,3.070909112,1.236151555,0.393978109,0.525412248,-0.577771002,1.245884969,0.916287399,-0.154445543,0.763301448,1.511229744,-0.204257465,0.056171808,-0.511827938,-2.380423937,0
4,2.113292312,-1.12678928,-0.596361089,-0.972880885,-1.016643849,-0.084270163,-1.234879776,0.175609381,0.04877464,0.930528131,0.717503296,-0.464770288,-1.101910732,-0.048867551,-0.303509451,1.364021292,-0.000865309,-0.56644776,0.670137335,0
5,2.05468216,-0.202617301,-1.050615794,0.297382482,-0.240137336,-1.043977187,0.058963578,-0.327409069,1.054871947,-0.213947926,-0.945475175,0.865037259,0.491886473,-0.072713505,-0.509037823,-0.686604259,-0.076541348,-0.522585993,0.26634971,0
6,-0.311464153,1.287962632,-0.580191598,0.337695343,1.654102498,-0.526741892,1.484831286,-0.063260787,-0.896637537,-0.963470361,0.811884696,-0.100438775,-1.274805267,-0.716481003,-1.38260074,-0.047732936,0.724972486,0.788183284,-0.242843743,0
7,2.055232349,0.071850851,-1.688608112,0.443741323,0.307541019,-0.87398954,0.105732683,-0.158870889,0.641318976,-0.357485578,-0.608295915,-0.348527723,-0.982867363,-0.628272199,0.358635714,0.278802848,0.62282672,-0.300937724,-0.048131903,0
8,0.176320046,0.979294955,-0.40905929,-0.284063323,1.12092534,-0.697262682,0.981566743,-0.177825289,-0.299217809,-0.887027705,-0.684485072,0.027175219,0.380042276,-0.939953933,-0.082575244,0.011625894,0.549557133,-0.217847015,0.27277967,0
9,-0.591610208,1.231491792,0.696697211,0.850363251,-0.254853346,-0.165346662,0.127458163,0.503413213,-0.712995821,0.001015368,1.330690147,0.464094418,-0.886662611,0.95806456,0.623299844,-0.288426137,0.095605877,0.185836956,0.208605095,0
10,2.085174876,0.393050578,-4.508200532,-0.311770683,3.510116942,2.45329922,0.220468581,0.543376801,-0.100433905,-1.0186222,0.807038107,-0.330547628,-0.531418652,-2.181448825,0.388724083,0.232071378,2.125021883,0.405548674,-0.440929512,0
11,1.811154908,-2.274560885,-1.127217845,-1.467103961,-1.580504407,-0.319301203,-1.026243009,-0.074723519,-1.187778711,1.651151368,0.079440234,-0.788320171,-0.584880073,-0.063852887,-0.646686231,-0.087406875,0.116678551,0.777363501,0.211679504,0
